orderid,ordedate,cutomerid,store,productid,cost,salesproce,quantity,amountcost,amountsales,profit
C1000450,2020/06/08,A00091,C,257,8,18,1,8,18,10
C1000450,2020/06/08,A00091,C,265,380,500,1,380,500,120
C1000450,2020/06/08,A00091,C,293,420,600,1,420,600,180
C1000450,2020/06/08,A00091,C,299,220,350,1,220,350,130
C1000450,2020/06/08,A00091,C,321,44,88,1,44,88,44
C1000450,2020/06/08,A00091,C,400,110,180,5,550,900,350
C1000452,2020/01/27,A00093,C,257,8,18,1,8,18,10
C1000452,2020/01/27,A00093,C,265,380,500,4,1520,2000,480
C1000452,2020/01/27,A00093,C,293,420,600,1,420,600,180
C1000452,2020/01/27,A00093,C,299,220,350,1,220,350,130
C1000452,2020/01/27,A00093,C,321,44,88,1,44,88,44
C1000452,2020/01/27,A00093,C,400,110,180,2,220,360,140
C1000460,2020/12/05,A00102,C,257,8,18,5,40,90,50
C1000460,2020/12/05,A00102,C,265,380,500,1,380,500,120
C1000460,2020/12/05,A00102,C,293,420,600,1,420,600,180
C1000460,2020/12/05,A00102,C,299,220,350,1,220,350,130
C1000460,2020/12/05,A00102,C,321,44,88,2,88,176,88
C1000460,2020/12/05,A00102,C,400,110,180,1,110,180,70
C1000466,2020/05/13,A00109,C,257,8,18,1,8,18,10
C1000466,2020/05/13,A00109,C,265,380,500,1,380,500,120
C1000466,2020/05/13,A00109,C,293,420,600,1,420,600,180
C1000466,2020/05/13,A00109,C,299,220,350,1,220,350,130
C1000466,2020/05/13,A00109,C,321,44,88,1,44,88,44
C1000466,2020/05/13,A00109,C,400,110,180,1,110,180,70
C1000470,2020/08/25,A00113,C,257,8,18,2,16,36,20
C1000470,2020/08/25,A00113,C,265,380,500,1,380,500,120
C1000470,2020/08/25,A00113,C,293,420,600,1,420,600,180
C1000470,2020/08/25,A00113,C,299,220,350,3,660,1050,390
C1000470,2020/08/25,A00113,C,321,44,88,1,44,88,44
C1000470,2020/08/25,A00113,C,400,110,180,1,110,180,70
C1000471,2020/05/01,A00115,C,257,8,18,1,8,18,10
C1000471,2020/05/01,A00115,C,265,380,500,1,380,500,120
C1000471,2020/05/01,A00115,C,293,420,600,4,1680,2400,720
C1000471,2020/05/01,A00115,C,299,220,350,1,220,350,130
C1000471,2020/05/01,A00115,C,321,44,88,1,44,88,44
C1000471,2020/05/01,A00115,C,400,110,180,1,110,180,70
C1000472,2020/07/19,A00116,C,257,8,18,1,8,18,10
C1000472,2020/07/19,A00116,C,265,380,500,1,380,500,120
C1000472,2020/07/19,A00116,C,293,420,600,1,420,600,180
C1000472,2020/07/19,A00116,C,299,220,350,1,220,350,130
C1000472,2020/07/19,A00116,C,321,44,88,1,44,88,44
C1000472,2020/07/19,A00116,C,400,110,180,1,110,180,70
C1000475,2020/04/19,A00119,C,257,8,18,1,8,18,10
C1000475,2020/04/19,A00119,C,265,380,500,1,380,500,120
C1000475,2020/04/19,A00119,C,293,420,600,1,420,600,180
C1000475,2020/04/19,A00119,C,299,220,350,1,220,350,130
C1000475,2020/04/19,A00119,C,321,44,88,6,264,528,264
C1000475,2020/04/19,A00119,C,400,110,180,1,110,180,70
C1000488,2020/02/27,A00134,C,257,8,18,1,8,18,10
C1000488,2020/02/27,A00134,C,265,380,500,1,380,500,120
C1000488,2020/02/27,A00134,C,293,420,600,4,1680,2400,720
C1000488,2020/02/27,A00134,C,299,220,350,1,220,350,130
C1000488,2020/02/27,A00134,C,321,44,88,1,44,88,44
C1000488,2020/02/27,A00134,C,400,110,180,1,110,180,70
C1000489,2020/11/21,A00135,C,257,8,18,1,8,18,10
C1000489,2020/11/21,A00135,C,265,380,500,1,380,500,120
C1000489,2020/11/21,A00135,C,293,420,600,1,420,600,180
C1000489,2020/11/21,A00135,C,299,220,350,1,220,350,130
C1000489,2020/11/21,A00135,C,321,44,88,1,44,88,44
C1000489,2020/11/21,A00135,C,400,110,180,1,110,180,70
C1000490,2020/04/09,A00136,C,257,8,18,1,8,18,10
C1000490,2020/04/09,A00136,C,265,380,500,1,380,500,120
C1000490,2020/04/09,A00136,C,293,420,600,1,420,600,180
C1000490,2020/04/09,A00136,C,299,220,350,1,220,350,130
C1000490,2020/04/09,A00136,C,321,44,88,2,88,176,88
C1000490,2020/04/09,A00136,C,400,110,180,1,110,180,70
C1000491,2020/07/23,A00138,C,257,8,18,1,8,18,10
C1000491,2020/07/23,A00138,C,265,380,500,6,2280,3000,720
C1000491,2020/07/23,A00138,C,293,420,600,4,1680,2400,720
C1000491,2020/07/23,A00138,C,299,220,350,1,220,350,130
C1000491,2020/07/23,A00138,C,321,44,88,1,44,88,44
C1000491,2020/07/23,A00138,C,400,110,180,2,220,360,140
C1000503,2020/10/14,A00151,C,257,8,18,1,8,18,10
C1000503,2020/10/14,A00151,C,265,380,500,4,1520,2000,480
C1000503,2020/10/14,A00151,C,293,420,600,2,840,1200,360
C1000503,2020/10/14,A00151,C,299,220,350,4,880,1400,520
C1000503,2020/10/14,A00151,C,321,44,88,1,44,88,44
C1000503,2020/10/14,A00151,C,400,110,180,1,110,180,70
C1000504,2020/04/28,A00153,C,257,8,18,1,8,18,10
C1000504,2020/04/28,A00153,C,265,380,500,1,380,500,120
C1000504,2020/04/28,A00153,C,293,420,600,1,420,600,180
C1000504,2020/04/28,A00153,C,299,220,350,1,220,350,130
C1000504,2020/04/28,A00153,C,321,44,88,1,44,88,44
C1000504,2020/04/28,A00153,C,400,110,180,1,110,180,70
C1000513,2020/06/08,A00162,C,257,8,18,1,8,18,10
C1000513,2020/06/08,A00162,C,265,380,500,1,380,500,120
C1000513,2020/06/08,A00162,C,293,420,600,1,420,600,180
C1000513,2020/06/08,A00162,C,299,220,350,1,220,350,130
C1000513,2020/06/08,A00162,C,321,44,88,1,44,88,44
C1000513,2020/06/08,A00162,C,400,110,180,1,110,180,70
C1000524,2020/05/22,A00178,C,257,8,18,1,8,18,10
C1000524,2020/05/22,A00178,C,265,380,500,1,380,500,120
C1000524,2020/05/22,A00178,C,293,420,600,4,1680,2400,720
C1000524,2020/05/22,A00178,C,299,220,350,3,660,1050,390
C1000524,2020/05/22,A00178,C,321,44,88,1,44,88,44
C1000524,2020/05/22,A00178,C,400,110,180,1,110,180,70
C1000535,2020/11/22,A00190,C,257,8,18,1,8,18,10
C1000535,2020/11/22,A00190,C,265,380,500,1,380,500,120
C1000535,2020/11/22,A00190,C,293,420,600,1,420,600,180
C1000535,2020/11/22,A00190,C,299,220,350,1,220,350,130
C1000535,2020/11/22,A00190,C,321,44,88,5,220,440,220
C1000535,2020/11/22,A00190,C,400,110,180,1,110,180,70
C1000560,2020/01/10,A00218,C,257,8,18,5,40,90,50
C1000560,2020/01/10,A00218,C,265,380,500,1,380,500,120
C1000560,2020/01/10,A00218,C,293,420,600,2,840,1200,360
C1000560,2020/01/10,A00218,C,299,220,350,1,220,350,130
C1000560,2020/01/10,A00218,C,321,44,88,1,44,88,44
C1000560,2020/01/10,A00218,C,400,110,180,1,110,180,70
C1000562,2020/02/25,A00220,C,257,8,18,1,8,18,10
C1000562,2020/02/25,A00220,C,265,380,500,1,380,500,120
C1000562,2020/02/25,A00220,C,293,420,600,1,420,600,180
C1000562,2020/02/25,A00220,C,299,220,350,1,220,350,130
C1000562,2020/02/25,A00220,C,321,44,88,1,44,88,44
C1000562,2020/02/25,A00220,C,400,110,180,1,110,180,70
C1000563,2020/05/11,A00221,C,165,12,25,1,12,25,13
C1000563,2020/05/11,A00221,C,257,8,18,1,8,18,10
C1000563,2020/05/11,A00221,C,265,380,500,1,380,500,120
C1000563,2020/05/11,A00221,C,367,38,60,1,38,60,22
C1000563,2020/05/11,A00221,C,501,150,290,1,150,290,140
C1000580,2020/06/07,A00239,C,257,8,18,1,8,18,10
C1000580,2020/06/07,A00239,C,265,380,500,1,380,500,120
C1000580,2020/06/07,A00239,C,293,420,600,3,1260,1800,540
C1000580,2020/06/07,A00239,C,299,220,350,1,220,350,130
C1000580,2020/06/07,A00239,C,321,44,88,1,44,88,44
C1000580,2020/06/07,A00239,C,400,110,180,1,110,180,70
C1000582,2020/05/21,A00242,C,257,8,18,1,8,18,10
C1000582,2020/05/21,A00242,C,265,380,500,1,380,500,120
C1000582,2020/05/21,A00242,C,293,420,600,1,420,600,180
C1000582,2020/05/21,A00242,C,299,220,350,1,220,350,130
C1000582,2020/05/21,A00242,C,321,44,88,1,44,88,44
C1000582,2020/05/21,A00242,C,400,110,180,5,550,900,350
C1000590,2020/08/23,A00250,C,257,8,18,1,8,18,10
C1000590,2020/08/23,A00250,C,265,380,500,1,380,500,120
C1000590,2020/08/23,A00250,C,293,420,600,1,420,600,180
C1000590,2020/08/23,A00250,C,299,220,350,1,220,350,130
C1000590,2020/08/23,A00250,C,321,44,88,1,44,88,44
C1000590,2020/08/23,A00250,C,400,110,180,1,110,180,70
C1000593,2020/01/21,A00003,C,307,5,12,1,5,12,7
C1000593,2020/01/21,A00003,C,355,140,300,5,700,1500,800
C1000595,2020/12/24,A00005,C,307,5,12,1,5,12,7
C1000595,2020/12/24,A00005,C,355,140,300,5,700,1500,800
C1000604,2020/08/26,A00016,C,307,5,12,1,5,12,7
C1000604,2020/08/26,A00016,C,355,140,300,1,140,300,160
C1000605,2020/07/08,A00017,C,307,5,12,1,5,12,7
C1000605,2020/07/08,A00017,C,355,140,300,1,140,300,160
C1000614,2020/05/22,A00027,C,307,5,12,1,5,12,7
C1000614,2020/05/22,A00027,C,355,140,300,1,140,300,160
C1000618,2020/03/07,A00032,C,307,5,12,1,5,12,7
C1000618,2020/03/07,A00032,C,355,140,300,1,140,300,160
C1000622,2020/08/06,A00036,C,307,5,12,1,5,12,7
C1000622,2020/08/06,A00036,C,355,140,300,1,140,300,160
C1000624,2020/05/03,A00038,C,307,5,12,1,5,12,7
C1000624,2020/05/03,A00038,C,355,140,300,1,140,300,160
C1000632,2020/09/20,A00047,C,307,5,12,1,5,12,7
C1000632,2020/09/20,A00047,C,355,140,300,1,140,300,160
C1000640,2020/01/09,A00058,C,307,5,12,5,25,60,35
C1000640,2020/01/09,A00058,C,355,140,300,1,140,300,160
C1000645,2020/03/27,A00064,C,307,5,12,1,5,12,7
C1000645,2020/03/27,A00064,C,355,140,300,1,140,300,160
C1000652,2020/04/12,A00071,C,307,5,12,1,5,12,7
C1000652,2020/04/12,A00071,C,355,140,300,2,280,600,320
C1000653,2020/07/19,A00072,C,307,5,12,1,5,12,7
C1000653,2020/07/19,A00072,C,355,140,300,1,140,300,160
C1000657,2020/04/27,A00077,C,307,5,12,1,5,12,7
C1000657,2020/04/27,A00077,C,355,140,300,1,140,300,160
C1000665,2020/09/07,A00091,C,307,5,12,1,5,12,7
C1000665,2020/09/07,A00091,C,355,140,300,1,140,300,160
C1000667,2020/10/24,A00093,C,307,5,12,7,35,84,49
C1000667,2020/10/24,A00093,C,355,140,300,1,140,300,160
C1000674,2020/05/19,A00102,C,307,5,12,1,5,12,7
C1000674,2020/05/19,A00102,C,355,140,300,1,140,300,160
C1000680,2020/03/26,A00109,C,307,5,12,1,5,12,7
C1000680,2020/03/26,A00109,C,355,140,300,1,140,300,160
C1000684,2020/01/21,A00113,C,307,5,12,1,5,12,7
C1000684,2020/01/21,A00113,C,355,140,300,1,140,300,160
C1000685,2020/05/18,A00115,C,307,5,12,1,5,12,7
C1000685,2020/05/18,A00115,C,355,140,300,1,140,300,160
C1000686,2020/12/26,A00116,C,307,5,12,1,5,12,7
C1000686,2020/12/26,A00116,C,355,140,300,1,140,300,160
C1000689,2020/03/09,A00119,C,307,5,12,1,5,12,7
C1000689,2020/03/09,A00119,C,355,140,300,1,140,300,160
C1000701,2020/07/23,A00134,C,307,5,12,1,5,12,7
C1000701,2020/07/23,A00134,C,355,140,300,6,840,1800,960
C1000702,2020/11/14,A00135,C,307,5,12,1,5,12,7
C1000702,2020/11/14,A00135,C,355,140,300,1,140,300,160
C1000703,2020/11/26,A00136,C,307,5,12,3,15,36,21
C1000703,2020/11/26,A00136,C,355,140,300,1,140,300,160
C1000704,2020/03/15,A00138,C,307,5,12,6,30,72,42
C1000704,2020/03/15,A00138,C,355,140,300,2,280,600,320
C1000716,2020/01/21,A00151,C,307,5,12,6,30,72,42
C1000716,2020/01/21,A00151,C,355,140,300,1,140,300,160
C1000717,2020/11/08,A00153,C,307,5,12,1,5,12,7
C1000717,2020/11/08,A00153,C,355,140,300,4,560,1200,640
C1000726,2020/11/07,A00162,C,307,5,12,1,5,12,7
C1000726,2020/11/07,A00162,C,355,140,300,1,140,300,160
C1000737,2020/05/16,A00178,C,307,5,12,1,5,12,7
C1000737,2020/05/16,A00178,C,355,140,300,1,140,300,160
C1000748,2020/11/16,A00190,C,307,5,12,1,5,12,7
C1000748,2020/11/16,A00190,C,355,140,300,1,140,300,160
C1000773,2020/09/20,A00218,C,307,5,12,3,15,36,21
C1000773,2020/09/20,A00218,C,355,140,300,2,280,600,320
C1000775,2020/06/03,A00220,C,307,5,12,1,5,12,7
C1000775,2020/06/03,A00220,C,355,140,300,1,140,300,160
C1000776,2020/11/22,A00221,C,293,420,600,1,420,600,180
C1000793,2020/08/25,A00239,C,307,5,12,1,5,12,7
C1000793,2020/08/25,A00239,C,355,140,300,1,140,300,160
C1000795,2020/08/13,A00242,C,307,5,12,2,10,24,14
C1000795,2020/08/13,A00242,C,355,140,300,1,140,300,160
C1000803,2020/08/22,A00250,C,307,5,12,1,5,12,7
C1000803,2020/08/22,A00250,C,355,140,300,2,280,600,320
C1000591,2020/08/15,A00001,C,182,48,88,1,48,88,40
C1000591,2020/08/15,A00001,C,307,5,12,1,5,12,7
C1000591,2020/08/15,A00001,C,321,44,88,1,44,88,44
C1000591,2020/08/15,A00001,C,355,140,300,1,140,300,160
C1000591,2020/08/15,A00001,C,400,110,180,1,110,180,70
C1000592,2020/12/14,A00002,C,182,48,88,2,96,176,80
C1000592,2020/12/14,A00002,C,307,5,12,1,5,12,7
C1000592,2020/12/14,A00002,C,321,44,88,1,44,88,44
C1000592,2020/12/14,A00002,C,355,140,300,1,140,300,160
C1000592,2020/12/14,A00002,C,400,110,180,1,110,180,70
C1000594,2020/09/25,A00004,C,182,48,88,1,48,88,40
C1000594,2020/09/25,A00004,C,307,5,12,1,5,12,7
C1000594,2020/09/25,A00004,C,321,44,88,1,44,88,44
C1000594,2020/09/25,A00004,C,355,140,300,1,140,300,160
C1000594,2020/09/25,A00004,C,400,110,180,1,110,180,70
C1000596,2020/01/13,A00006,C,182,48,88,1,48,88,40
C1000596,2020/01/13,A00006,C,244,44,90,1,44,90,46
C1000596,2020/01/13,A00006,C,274,240,380,1,240,380,140
C1000596,2020/01/13,A00006,C,307,5,12,1,5,12,7
C1000596,2020/01/13,A00006,C,355,140,300,1,140,300,160
C1000596,2020/01/13,A00006,C,508,95,165,1,95,165,70
C1000597,2020/08/08,A00007,C,293,420,600,1,420,600,180
C1000597,2020/08/08,A00007,C,299,220,350,1,220,350,130
C1000597,2020/08/08,A00007,C,321,44,88,2,88,176,88
C1000597,2020/08/08,A00007,C,400,110,180,2,220,360,140
C1000598,2020/10/20,A00008,C,293,420,600,4,1680,2400,720
C1000598,2020/10/20,A00008,C,299,220,350,1,220,350,130
C1000598,2020/10/20,A00008,C,321,44,88,1,44,88,44
C1000598,2020/10/20,A00008,C,400,110,180,5,550,900,350
C1000600,2020/01/08,A00010,C,182,48,88,1,48,88,40
C1000600,2020/01/08,A00010,C,244,44,90,1,44,90,46
C1000600,2020/01/08,A00010,C,274,240,380,1,240,380,140
C1000600,2020/01/08,A00010,C,307,5,12,1,5,12,7
C1000600,2020/01/08,A00010,C,355,140,300,1,140,300,160
C1000600,2020/01/08,A00010,C,508,95,165,1,95,165,70
C1000602,2020/09/07,A00012,C,182,48,88,1,48,88,40
C1000602,2020/09/07,A00012,C,307,5,12,1,5,12,7
C1000602,2020/09/07,A00012,C,321,44,88,1,44,88,44
C1000602,2020/09/07,A00012,C,355,140,300,1,140,300,160
C1000602,2020/09/07,A00012,C,400,110,180,1,110,180,70
C1000603,2020/04/22,A00014,C,293,420,600,1,420,600,180
C1000603,2020/04/22,A00014,C,299,220,350,1,220,350,130
C1000603,2020/04/22,A00014,C,321,44,88,1,44,88,44
C1000603,2020/04/22,A00014,C,400,110,180,2,220,360,140
C1000609,2020/09/14,A00021,C,182,48,88,1,48,88,40
C1000609,2020/09/14,A00021,C,307,5,12,1,5,12,7
C1000609,2020/09/14,A00021,C,321,44,88,5,220,440,220
C1000609,2020/09/14,A00021,C,355,140,300,1,140,300,160
C1000609,2020/09/14,A00021,C,400,110,180,1,110,180,70
C1000611,2020/09/24,A00023,C,293,420,600,1,420,600,180
C1000611,2020/09/24,A00023,C,299,220,350,1,220,350,130
C1000611,2020/09/24,A00023,C,321,44,88,1,44,88,44
C1000611,2020/09/24,A00023,C,400,110,180,1,110,180,70
C1000612,2020/05/02,A00024,C,403,70,130,1,70,130,60
C1000615,2020/06/27,A00029,C,182,48,88,5,240,440,200
C1000615,2020/06/27,A00029,C,244,44,90,1,44,90,46
C1000615,2020/06/27,A00029,C,274,240,380,1,240,380,140
C1000615,2020/06/27,A00029,C,307,5,12,1,5,12,7
C1000615,2020/06/27,A00029,C,355,140,300,5,700,1500,800
C1000615,2020/06/27,A00029,C,508,95,165,1,95,165,70
C1000617,2020/09/16,A00031,C,182,48,88,2,96,176,80
C1000617,2020/09/16,A00031,C,244,44,90,1,44,90,46
C1000617,2020/09/16,A00031,C,274,240,380,1,240,380,140
C1000617,2020/09/16,A00031,C,307,5,12,2,10,24,14
C1000617,2020/09/16,A00031,C,355,140,300,1,140,300,160
C1000617,2020/09/16,A00031,C,508,95,165,1,95,165,70
C1000619,2020/08/06,A00033,C,182,48,88,1,48,88,40
C1000619,2020/08/06,A00033,C,244,44,90,1,44,90,46
C1000619,2020/08/06,A00033,C,274,240,380,2,480,760,280
C1000619,2020/08/06,A00033,C,307,5,12,1,5,12,7
C1000619,2020/08/06,A00033,C,355,140,300,1,140,300,160
C1000619,2020/08/06,A00033,C,508,95,165,1,95,165,70
C1000620,2020/03/03,A00034,C,182,48,88,5,240,440,200
C1000620,2020/03/03,A00034,C,307,5,12,1,5,12,7
C1000620,2020/03/03,A00034,C,321,44,88,1,44,88,44
C1000620,2020/03/03,A00034,C,355,140,300,1,140,300,160
C1000620,2020/03/03,A00034,C,400,110,180,1,110,180,70
C1000625,2020/12/18,A00039,C,182,48,88,1,48,88,40
C1000625,2020/12/18,A00039,C,307,5,12,1,5,12,7
C1000625,2020/12/18,A00039,C,321,44,88,2,88,176,88
C1000625,2020/12/18,A00039,C,355,140,300,1,140,300,160
C1000625,2020/12/18,A00039,C,400,110,180,1,110,180,70
C1000627,2020/07/14,A00041,C,293,420,600,1,420,600,180
C1000627,2020/07/14,A00041,C,299,220,350,1,220,350,130
C1000627,2020/07/14,A00041,C,321,44,88,1,44,88,44
C1000627,2020/07/14,A00041,C,400,110,180,1,110,180,70
C1000629,2020/02/25,A00044,C,293,420,600,5,2100,3000,900
C1000629,2020/02/25,A00044,C,299,220,350,1,220,350,130
C1000629,2020/02/25,A00044,C,321,44,88,1,44,88,44
C1000629,2020/02/25,A00044,C,400,110,180,1,110,180,70
C1000630,2020/02/24,A00045,C,182,48,88,1,48,88,40
C1000630,2020/02/24,A00045,C,307,5,12,1,5,12,7
C1000630,2020/02/24,A00045,C,321,44,88,2,88,176,88
C1000630,2020/02/24,A00045,C,355,140,300,5,700,1500,800
C1000630,2020/02/24,A00045,C,400,110,180,1,110,180,70
C1000631,2020/12/17,A00046,C,403,70,130,1,70,130,60
C1000633,2020/01/22,A00049,C,293,420,600,1,420,600,180
C1000633,2020/01/22,A00049,C,299,220,350,1,220,350,130
C1000633,2020/01/22,A00049,C,321,44,88,1,44,88,44
C1000633,2020/01/22,A00049,C,400,110,180,1,110,180,70
C1000634,2020/11/25,A00050,C,182,48,88,1,48,88,40
C1000634,2020/11/25,A00050,C,307,5,12,1,5,12,7
C1000634,2020/11/25,A00050,C,321,44,88,1,44,88,44
C1000634,2020/11/25,A00050,C,355,140,300,1,140,300,160
C1000634,2020/11/25,A00050,C,400,110,180,1,110,180,70
C1000635,2020/06/06,A00052,C,403,70,130,2,140,260,120
C1000636,2020/10/05,A00053,C,182,48,88,1,48,88,40
C1000636,2020/10/05,A00053,C,307,5,12,1,5,12,7
C1000636,2020/10/05,A00053,C,321,44,88,1,44,88,44
C1000636,2020/10/05,A00053,C,355,140,300,1,140,300,160
C1000636,2020/10/05,A00053,C,400,110,180,1,110,180,70
C1000637,2020/12/04,A00055,C,182,48,88,1,48,88,40
C1000637,2020/12/04,A00055,C,307,5,12,1,5,12,7
C1000637,2020/12/04,A00055,C,321,44,88,1,44,88,44
C1000637,2020/12/04,A00055,C,355,140,300,1,140,300,160
C1000637,2020/12/04,A00055,C,400,110,180,1,110,180,70
C1000639,2020/06/11,A00057,C,293,420,600,1,420,600,180
C1000639,2020/06/11,A00057,C,299,220,350,1,220,350,130
C1000639,2020/06/11,A00057,C,321,44,88,1,44,88,44
C1000639,2020/06/11,A00057,C,400,110,180,1,110,180,70
C1000641,2020/12/06,A00060,C,293,420,600,5,2100,3000,900
C1000641,2020/12/06,A00060,C,299,220,350,1,220,350,130
C1000641,2020/12/06,A00060,C,321,44,88,1,44,88,44
C1000641,2020/12/06,A00060,C,400,110,180,1,110,180,70
C1000642,2020/11/15,A00061,C,182,48,88,1,48,88,40
C1000642,2020/11/15,A00061,C,307,5,12,1,5,12,7
C1000642,2020/11/15,A00061,C,321,44,88,1,44,88,44
C1000642,2020/11/15,A00061,C,355,140,300,1,140,300,160
C1000642,2020/11/15,A00061,C,400,110,180,1,110,180,70
C1000643,2020/03/21,A00062,C,182,48,88,1,48,88,40
C1000643,2020/03/21,A00062,C,307,5,12,1,5,12,7
C1000643,2020/03/21,A00062,C,321,44,88,1,44,88,44
C1000643,2020/03/21,A00062,C,355,140,300,1,140,300,160
C1000643,2020/03/21,A00062,C,400,110,180,1,110,180,70
C1000644,2020/06/11,A00063,C,182,48,88,1,48,88,40
C1000644,2020/06/11,A00063,C,307,5,12,2,10,24,14
C1000644,2020/06/11,A00063,C,321,44,88,1,44,88,44
C1000644,2020/06/11,A00063,C,355,140,300,1,140,300,160
C1000644,2020/06/11,A00063,C,400,110,180,1,110,180,70
C1000646,2020/02/12,A00065,C,293,420,600,1,420,600,180
C1000646,2020/02/12,A00065,C,299,220,350,1,220,350,130
C1000646,2020/02/12,A00065,C,321,44,88,1,44,88,44
C1000646,2020/02/12,A00065,C,400,110,180,1,110,180,70
C1000648,2020/07/08,A00067,C,182,48,88,1,48,88,40
C1000648,2020/07/08,A00067,C,307,5,12,1,5,12,7
C1000648,2020/07/08,A00067,C,321,44,88,1,44,88,44
C1000648,2020/07/08,A00067,C,355,140,300,1,140,300,160
C1000648,2020/07/08,A00067,C,400,110,180,1,110,180,70
C1000650,2020/04/13,A00069,C,293,420,600,1,420,600,180
C1000650,2020/04/13,A00069,C,299,220,350,1,220,350,130
C1000650,2020/04/13,A00069,C,321,44,88,1,44,88,44
C1000650,2020/04/13,A00069,C,400,110,180,1,110,180,70
C1000651,2020/04/02,A00070,C,182,48,88,1,48,88,40
C1000651,2020/04/02,A00070,C,307,5,12,1,5,12,7
C1000651,2020/04/02,A00070,C,321,44,88,1,44,88,44
C1000651,2020/04/02,A00070,C,355,140,300,1,140,300,160
C1000651,2020/04/02,A00070,C,400,110,180,1,110,180,70
C1000656,2020/06/01,A00075,C,293,420,600,2,840,1200,360
C1000656,2020/06/01,A00075,C,299,220,350,1,220,350,130
C1000656,2020/06/01,A00075,C,321,44,88,1,44,88,44
C1000656,2020/06/01,A00075,C,400,110,180,1,110,180,70
C1000658,2020/02/08,A00079,C,182,48,88,6,288,528,240
C1000658,2020/02/08,A00079,C,244,44,90,1,44,90,46
C1000658,2020/02/08,A00079,C,274,240,380,1,240,380,140
C1000658,2020/02/08,A00079,C,307,5,12,1,5,12,7
C1000658,2020/02/08,A00079,C,355,140,300,1,140,300,160
C1000658,2020/02/08,A00079,C,508,95,165,1,95,165,70
C1000660,2020/06/15,A00083,C,182,48,88,1,48,88,40
C1000660,2020/06/15,A00083,C,244,44,90,2,88,180,92
C1000660,2020/06/15,A00083,C,274,240,380,1,240,380,140
C1000660,2020/06/15,A00083,C,307,5,12,1,5,12,7
C1000660,2020/06/15,A00083,C,355,140,300,1,140,300,160
C1000660,2020/06/15,A00083,C,508,95,165,1,95,165,70
C1000663,2020/11/13,A00089,C,293,420,600,1,420,600,180
C1000663,2020/11/13,A00089,C,299,220,350,1,220,350,130
C1000663,2020/11/13,A00089,C,321,44,88,1,44,88,44
C1000663,2020/11/13,A00089,C,400,110,180,1,110,180,70
C1000666,2020/12/08,A00092,C,293,420,600,1,420,600,180
C1000666,2020/12/08,A00092,C,299,220,350,5,1100,1750,650
C1000666,2020/12/08,A00092,C,321,44,88,1,44,88,44
C1000666,2020/12/08,A00092,C,400,110,180,1,110,180,70
C1000668,2020/10/06,A00094,C,403,70,130,1,70,130,60
C1000669,2020/04/01,A00096,C,293,420,600,1,420,600,180
C1000669,2020/04/01,A00096,C,299,220,350,1,220,350,130
C1000669,2020/04/01,A00096,C,321,44,88,4,176,352,176
C1000669,2020/04/01,A00096,C,400,110,180,1,110,180,70
C1000670,2020/11/17,A00097,C,293,420,600,1,420,600,180
C1000670,2020/11/17,A00097,C,299,220,350,1,220,350,130
C1000670,2020/11/17,A00097,C,321,44,88,1,44,88,44
C1000670,2020/11/17,A00097,C,400,110,180,1,110,180,70
C1000671,2020/07/17,A00099,C,293,420,600,6,2520,3600,1080
C1000671,2020/07/17,A00099,C,299,220,350,2,440,700,260
C1000671,2020/07/17,A00099,C,321,44,88,1,44,88,44
C1000671,2020/07/17,A00099,C,400,110,180,1,110,180,70
C1000672,2020/10/08,A00100,C,182,48,88,1,48,88,40
C1000672,2020/10/08,A00100,C,307,5,12,4,20,48,28
C1000672,2020/10/08,A00100,C,321,44,88,1,44,88,44
C1000672,2020/10/08,A00100,C,355,140,300,4,560,1200,640
C1000672,2020/10/08,A00100,C,400,110,180,2,220,360,140
C1000675,2020/03/26,A00103,C,293,420,600,1,420,600,180
C1000675,2020/03/26,A00103,C,299,220,350,1,220,350,130
C1000675,2020/03/26,A00103,C,321,44,88,2,88,176,88
C1000675,2020/03/26,A00103,C,400,110,180,2,220,360,140
C1000676,2020/11/09,A00104,C,182,48,88,1,48,88,40
C1000676,2020/11/09,A00104,C,244,44,90,1,44,90,46
C1000676,2020/11/09,A00104,C,274,240,380,1,240,380,140
C1000676,2020/11/09,A00104,C,307,5,12,5,25,60,35
C1000676,2020/11/09,A00104,C,355,140,300,1,140,300,160
C1000676,2020/11/09,A00104,C,508,95,165,1,95,165,70
C1000677,2020/05/22,A00105,C,182,48,88,1,48,88,40
C1000677,2020/05/22,A00105,C,307,5,12,1,5,12,7
C1000677,2020/05/22,A00105,C,321,44,88,1,44,88,44
C1000677,2020/05/22,A00105,C,355,140,300,1,140,300,160
C1000677,2020/05/22,A00105,C,400,110,180,1,110,180,70
C1000678,2020/01/01,A00107,C,293,420,600,1,420,600,180
C1000678,2020/01/01,A00107,C,299,220,350,2,440,700,260
C1000678,2020/01/01,A00107,C,321,44,88,2,88,176,88
C1000678,2020/01/01,A00107,C,400,110,180,1,110,180,70
C1000683,2020/01/07,A00112,C,293,420,600,1,420,600,180
C1000683,2020/01/07,A00112,C,299,220,350,1,220,350,130
C1000683,2020/01/07,A00112,C,321,44,88,1,44,88,44
C1000683,2020/01/07,A00112,C,400,110,180,1,110,180,70
C1000687,2020/08/07,A00117,C,293,420,600,1,420,600,180
C1000687,2020/08/07,A00117,C,299,220,350,1,220,350,130
